Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company383,Failed,2010.0,4.0,169.0,Real time healthcare market research,Healthcare|Market Research|Mobile,operation,LaunchPad Venture Group|Walnut Venture Associates|Nauta Capital,28.0,4.0,YES,10/1/2010,9/5/2012,2200000.0,United States,North America,0.0,0.0,4,0,4,30.0,No,2.0,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,Local,Linear,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,nursing,No,No,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,High,Yes,No,Low,No,No,No,No,No,No,899614.0,No,Yes,No,4.0,High,0.0,8.8,2.2,Not Applicable,24.0,12.0,Peak,2 to 5,6.2,0.0,1.4,36.4,2.9,12.9,18.5,0.0,9.1,12.5,0.0,0.0,0.0,0.0,7.0
Company384,Failed,2010.0,4.0,516.0,Salesforce Analytics for SMBs,Human Resources (HR)|Analytics|Marketing|Career / Job Search,operation,Atlas Venture|NextView Ventures|GrandBanks Capital|CommonAngels|Michael McDerment|Dharmesh Shah|Draper Fisher Jurvetson (DFJ)|Salesforce|Bessemer Venture Partners,71.0,4.0,YES,11/1/2010,6/4/2013,8000000.0,United States,North America,6.0,0.0,6,7,6,74.0,No,2.0,Nothing,Yes,Large,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,Global,Linear,No,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,21.0,business,Yes,No,500.0,Medium,1.0,0.0,0.0,0.0,0.0,Medium,High,Yes,No,Medium,No,No,No,No,No,No,69882.0,Yes,Yes,No,4.0,High,0.0,8.8,8.0,Not Applicable,12.0,12.0,Trough,2 to 5,3.9,0.0,5.9,5.9,2.0,3.9,5.9,2.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0
Company385,Failed,2011.0,3.0,329.0,Social Media Marketing,Analytics,analytics,RBC Venture Partners|Gibraltar Business Capital|Blue Chip Venture Company|Idealab|Oak Investment Partners|Stripes Group|TA Associates,46.0,5.0,No,10/1/2011,5/7/2013,8000000.0,United States,North America,2.0,0.0,3,3,10,56.0,No,2.0,Nothing,Yes,Large,Yes,Yes,No,Yes,Product,No,Both,Yes,Both,No,Platform,Local,Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,21.0,business,Yes,Yes,500.0,Medium,1.0,1.0,1.0,0.0,25.0,Medium,High,Yes,No,Low,No,No,No,No,No,No,619877.0,No,Yes,No,4.0,High,0.0,8.8,18.0,Not Applicable,12.0,12.0,Plateau,2 to 5,1.9,1.9,13.0,24.1,3.7,3.7,11.1,1.9,1.9,3.7,0.0,0.0,0.0,0.0,8.0
Company386,Failed,2010.0,4.0,81.0,Big Data Analytics,Healthcare,analytics,Enhanced Equity Fund|Radius Ventures,88.0,14.0,YES,1/1/2011,4/27/2010,7000000.0,United States,North America,0.0,0.0,1,2,1,94.0,No,0.0,Nothing,Yes,Medium,Yes,Yes,No,Yes,Service,No,no,Yes,Both,No,Platform,Local,Linear,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,High,No,No,Low,No,No,No,No,No,No,2083910.0,No,Yes,No,4.0,High,0.0,8.8,7.0,Not Applicable,12.0,8.8,Peak,2 to 5,11.1,5.6,16.7,0.0,0.0,0.0,27.8,5.6,33.3,0.0,0.0,0.0,0.0,0.0,0.0
Company387,Failed,2006.0,8.0,263.0,big data platform,Analytics,analytics,Matrix Partners|Sutter Hill Ventures|Costanoa Venture Capital,139.0,2.0,No,12/10/2006,9/1/2010,30000000.0,United States,North America,0.0,0.0,4,2,10,143.0,No,0.0,low,No,Small,Yes,Yes,No,No,Service,No,Both,No,Both,No,Platform,Local,Linear,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Low,High,No,No,Low,No,No,No,Yes,No,No,253992.0,No,No,No,4.0,High,0.0,8.8,30.0,Yes,40.0,40.0,Peak,2 to 5,13.3,0.0,0.0,13.3,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company388,Failed,2010.0,4.0,367.0,World's best data scientists,Software Development|Analytics,analytics,Index Ventures|Khosla Ventures|SV Angel|Yuri Milner|Max Levchin|Hal Varian|Gil Elbaz|Data Collective|Voyager Capital|Naval Ravikant|Founders Den,26.0,4.0,YES,4/1/2010,11/2/2011,11000000.0,United States,North America,0.0,0.0,2,0,4,28.0,No,0.0,low,No,Medium,No,No,No,No,Service,No,Both,No,Both,No,Platform,Global,Non-Linear,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,Yes,Medium,Masters,21.0,economics,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,18.0,Medium,High,No,No,Low,No,No,No,No,No,No,37120.0,Yes,Yes,No,4.0,High,0.0,8.8,11.0,Not Applicable,12.0,12.0,Trough,2 to 5,0.0,0.0,39.3,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company389,Failed,2009.0,5.0,357.0, Daa Management Platform,Media,management,Accel Partners|IDG Ventures|The Entrepreneurs' Fund III,39.0,3.0,No,12/1/2009,9/21/2011,11000000.0,United States,North America,0.0,0.0,2,2,4,41.0,No,0.0,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,cs,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,21.0,High,High,No,No,Medium,No,No,No,No,No,No,161711.0,No,No,No,4.0,High,1.0,8.8,11.0,Not Applicable,18.0,12.0,Trough,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Company390,Failed,2010.0,4.0,75.0,Big Data Analytics,Analytics,analytics,Fortisure Ventures,63.0,5.0,YES,1/1/2011,5/7/2012,2250000.0,United States,North America,0.0,0.0,1,1,2,74.0,No,0.0,low,Yes,Small,Yes,Yes,No,No,Product,No,no,No,Both,No,Platform,Local,Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21.0,business,Yes,Yes,500.0,Medium,1.0,1.0,0.0,2.0,25.0,Medium,High,No,No,Medium,No,No,No,No,No,No,1718511.0,No,Yes,No,4.0,High,1.0,8.8,2.0,Not Applicable,12.0,8.8,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Company391,Failed,2010.0,4.0,241.0,Unified Data Platform,Analytics,analytics,Sigma West|Creandum,14.5,0.0,YES,1/1/2011,3/12/2014,5200000.0,United States,North America,1.0,0.0,2,2,4,18.0,No,1.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,Yes,Platform,Local,Linear,No,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Low,Masters,21.0,engg,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,High,High,Yes,Yes,Low,No,No,No,No,No,No,848616.0,Yes,Yes,No,4.0,High,1.0,8.8,5.2,Not Applicable,12.0,8.8,Peak,2 to 5,0.0,3.9,14.5,6.4,2.0,6.7,14.5,4.2,0.0,14.5,0.0,0.0,0.0,0.0,5.0
Company392,Failed,2008.0,6.0,19.0,Big Data Analytics,energy|analytics,analytics,Felicis Ventures,18.0,6.0,No,1/1/2008,7/2/2012,3000000.0,United States,North America,0.0,1.0,2,1,4,20.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,No,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,Low,Bachelors,18.0,engg,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,13.0,High,High,Yes,Yes,Low,No,No,No,No,No,No,797253.0,Yes,Yes,No,4.0,High,0.0,8.8,4.7,Yes,24.0,12.0,Trigger,5 to 10,16.7,8.3,16.7,0.0,0.0,0.0,16.7,8.3,0.0,25.0,0.0,0.0,0.0,8.3,0.0
Company394,Failed,2010.0,4.0,62.0,Big Data Analytics,Search,analytics,TechStars,2.0,0.0,No,5/20/2010,5/20/2010,200000.0,United States,North America,1.0,0.0,1,0,2,26.0,No,0.0,low,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company398,Failed,2008.0,6.0,16.0,Email ad targeting network,Email,advertising,European Founders Fund|Auren Hoffman|Patrick McKenna|Oliver Jung|Lukasz Gadowski|Javelin Venture Partners,14.5,0.0,No,2/1/2008,5/15/2009,1000000.0,United States,North America,6.0,0.0,2,1,2,26.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company399,Failed,2013.0,1.0,22.0,Big Data Analytics,Advertising|Marketing|Search,marketing,TechStars,14.5,0.0,No,4/16/2013,4/1/2004,100000.0,Canada,North America,1.0,0.0,2,0,3,26.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company400,Failed,2007.0,7.0,0.0,Marketing Performance Technology,Advertising|Marketing,marketing,David Shen,14.5,0.0,No,2/1/2007,2/15/2007,500000.0,United States,North America,1.0,0.0,1,0,2,26.0,No,0.0,low,Yes,Large,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company401,Failed,2010.0,4.0,8.0,Big Data Analytics,Analytics,advertising,Norwest Venture Partners|Alloy Ventures,14.5,0.0,No,1/1/2011,8/1/2007,10250000.0,United States,North America,0.0,0.0,3,0,3,26.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company403,Failed,2009.0,5.0,69.0,Complete Blog marketing Solution,Advertising|Marketing,analytics,Arizona Technology Investor Forum,1.0,0.0,No,4/4/2009,3/2/2010,1000000.0,United States,North America,1.0,0.0,1,0,2,26.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company404,Failed,2005.0,9.0,46.0,Independent Film Distribution,Analytics,search,Silverton Partners|Steven Bochco|Joshua Baer|FLOODGATE|Valhalla Partners|Bill Apfelbaum|Floodgate Fund,14.5,0.0,No,4/7/2005,11/14/2008,4250000.0,United States,North America,0.0,0.0,2,3,3,26.0,No,3.0,low,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Offline,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,4.2,0.0,29.2,12.5,0.0,0.0,25.0,4.2,0.0,25.0,0.0,0.0,0.0,0.0,7.0
Company410,Failed,2010.0,4.0,7.0,music social networking,Music|Mobile,entertainment,News Corp|Wellcome Trust,16.0,0.0,No,1/1/2011,3/7/2011,77000000.0,United States,North America,0.0,2.0,1,0,1,26.0,No,0.0,low,No,Large,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,30.6,0.0,2.8,19.4,0.0,0.0,33.3,0.0,5.6,8.3,0.0,0.0,0.0,0.0,5.0
Company411,Failed,2008.0,6.0,12.0,Entertainment Based Social Networking,Social Networking|Music|Entertainment|Media,analytics,Clinton Wu,1.0,0.0,No,1/1/2008,5/20/2013,175000.0,United States,North America,0.0,4.0,1,0,1,26.0,No,0.0,low,No,Small,Yes,Yes,No,No,Service,No,no,No,no,No,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,18.2,0.0,0.0,45.5,0.0,0.0,18.2,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0
Company412,Failed,2010.0,4.0,58.0,Big Data Analytics,Analytics,analytics,Mayfield Fund|First Round Capital|Foundation Capital,4.0,0.0,No,1/1/2011,7/23/2009,4500000.0,United States,North America,0.0,1.0,3,1,4,26.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company416,Failed,2008.0,6.0,53.0,Big Data Analytics,Analytics,Server Design,Austin Ventures|Vulcan Capital|Texas Instruments|Battery Ventures|Flybridge Capital Partners|Highland Capital Partners,92.0,-4.0,No,1/1/2008,10/9/2012,55000000.0,United States,North America,0.0,0.0,3,0,9,26.0,No,0.0,low,No,Small,Yes,Yes,No,No,Both,No,Both,No,Structured,No,Both,Local,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Both,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,5.9,5.9,17.6,17.6,17.6,0.0,17.6,5.9,5.9,5.9,0.0,0.0,0.0,0.0,8.0
Company417,Failed,2007.0,7.0,283.0,Enterprise Cloud Storage Company,Cloud Computing,analytics,Mission Ventures|Valhalla Partners|Windward Ventures|Intel Capital|European Founders Fund|Khosla Ventures,17.0,-11.0,No,7/1/2007,5/3/2012,25000000.0,United States,North America,0.0,0.0,0,0,5,26.0,No,0.0,low,No,Small,Yes,Yes,No,No,Both,Yes,Private,No,Structured,No,Cloud,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,1.9,7.2,45.4,0.0,7.4,1.7,28.0,3.3,1.9,3.3,0.0,0.0,0.0,0.0,9.0
Company418,Failed,2003.0,11.0,16.0,Encrypted email service,Email|Marketing,analytics,DCM|Emergence Capital Partners|SoftBank Capital|Bessemer Venture Partners|Omidyar Network,3.0,0.0,No,1/1/2003,1/12/2009,5000000.0,United States,North America,0.0,0.0,1,10,7,26.0,No,0.0,low,No,Small,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,5.7,7.6,9.8,0.0,5.9,0.0,15.0,2.0,5.8,2.0,0.0,0.0,11.1,1.9,9.0
Company419,Failed,2005.0,9.0,369.0,Cloud Database,Cloud Computing|E-Commerce,analytics,Benchmark|Giza Venture Capital|Ignition Partners|Trilogy Equity Partnership,18.0,-5.0,No,3/1/2005,10/15/2012,4000000.0,United States,North America,0.0,0.0,0,0,6,40.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,7.4,3.7,18.5,3.7,3.7,3.7,18.5,3.7,0.0,3.7,0.0,0.0,0.0,0.0,8.0
Company420,Failed,2007.0,7.0,0.0,Mobile Payment Services,Mobile,analytics,Lightspeed Venture Partners|Balderton Capital,6.0,0.0,No,1/1/2007,10/30/2009,20000000.0,United States,North America,0.0,0.0,1,0,4,25.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,10.0,5.0,0.0,5.0,0.0,5.0,45.0,0.0,5.0,5.0,0.0,5.0,5.0,10.0,0.0
Company421,Failed,1997.0,17.0,224.0,collaborative business software,Analytics,analytics,Bay Partners|Kennet Partners|King Street Partners|Wolf Bay Holdings|Genevest Consulting Group,128.0,1.0,YES,6/1/1997,6/15/2009,2000000.0,United States,North America,0.0,0.0,0,0,4,150.0,No,0.0,low,No,Small,Yes,Yes,No,No,Both,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,2.0,8.3,13.2,1.9,11.3,0.0,23.7,3.7,28.4,3.8,0.0,1.9,1.9,0.0,7.0
Company422,Failed,2006.0,8.0,91.0,Customer Feedback & Email Marketing,Network / Hosting / Infrastructure|Marketing,"sales, marketing and customer service",.406 Ventures|Prism Venture Management|Castile Ventures,2.0,0.0,No,9/1/2006,8/20/2010,7000000.0,United States,North America,0.0,0.0,0,0,4,45.0,No,0.0,low,No,Small,Yes,Yes,No,No,Service,Yes,Both,Yes,Both,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2C,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company424,Failed,2010.0,4.0,1.0,Social Network Applications,Analytics,analytics,Matrix Partners|Bob Lisbonne|Maveron,1.0,0.0,No,1/1/2011,2/1/2008,6000000.0,United States,North America,0.0,0.0,2,0,6,26.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company425,Failed,2010.0,4.0,3.0,Behavioral advertising network,Advertising|Analytics,analytics,SoftBank Capital|US Venture Partners|Crosslink Capital|Sand Hill Capital,14.5,0.0,No,1/1/2011,5/16/2008,6600000.0,United States,North America,0.0,0.0,0,0,1,26.0,No,0.0,low,No,Small,Yes,Yes,No,No,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,21.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,8.8,2.8,Not Applicable,12.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
